"경기","11월",4710,46,6934,4819,48,6934,4683,60,6737
"경기","12월",4311,32,6096,4729,53,6848,4982,54,7410
"강원","전체",7039,133,10779,6605,145,10221,6425,139,10160
"강원","1월",617,5,990,455,12,670,489,15,778
"강원","2월",501,4,730,429,12,674,346,2,542
"강원","3월",478,9,707,506,9,733,422,9,647
"강원","4월",505,8,759,534,9,808,528,6,830
"강원","5월",618,10,934,565,15,880,553,8,831
"강원","6월",684,10,1046,626,13,963,545,20,819
"강원","7월",630,13,1035,664,9,1081,566,5,977
"강원","8월",627,18,994,569,11,950,648,12,1118
"강원","9월",629,17,916,568,10,822,582,17,874
"강원","10월",652,14,1002,619,15,1030,672,17,1038
"강원","11월",609,12,954,563,16,892,549,18,859
"강원","12월",489,13,712,507,14,718,525,10,847
"충북","전체",8398,171,13238,7985,160,12135,7644,149,11354
"충북","1월",648,10,1026,560,5,865,511,8,771
"충북","2월",630,9,1006,545,8,849,445,7,668
"충북","3월",597,16,924,649,12,968,529,5,737
"충북","4월",697,14,1087,666,18,1029,634,10,963
"충북","5월",699,11,1132,717,14,1091,735,16,1092
"충북","6월",755,8,1222,707,22,1052,660,18,974
"충북","7월",721,12,1096,775,11,1185,662,13,1053
"충북","8월",721,20,1123,617,9,946,675,13,958
"충북","9월",759,23,1184,698,11,1044,705,17,1091
"충북","10월",802,18,1338,728,23,1102,753,16,1125
"충북","11월",768,15,1199,692,14,1063,735,16,1035
"충북","12월",601,15,901,631,13,941,600,10,887
"충남","전체",8952,261,13381,8423,265,12197,8164,230,11964
"충남","1월",714,27,1071,550,16,752,571,17,803
"충남","2월",619,17,900,587,16,874,501,17,733
"충남","3월",586,26,875,641,14,945,570,15,811
"충남","4월",651,19,1031,785,24,1152,713,13,1047
"충남","5월",786,18,1192,725,21,1045,799,16,1161
"충남","6월",827,17,1229,730,22,1074,698,22,1020
"충남","7월",754,24,1116,735,24,1080,719,17,1079
"충남","8월",766,25,1174,685,25,966,661,18,981
"충남","9월",829,21,1203,747,27,1085,745,31,1093
"충남","10월",921,28,1358,811,29,1170,739,17,1138
"충남","11월",774,24,1152,770,22,1120,797,24,1109
"충남","12월",725,15,1080,657,25,934,651,23,989
"전북","전체",6451,220,9778,6112,193,8906,5681,194,8091
"전북","1월",573,20,854,428,8,634,426,7,602
"전북","2월",482,16,743,423,14,620,360,8,507
"전북","3월",489,18,746,530,15,797,405,11,567
"전북","4월",511,11,748,506,17,730,501,16,760
"전북","5월",544,17,828,502,19,721,519,12,690
"전북","6월",580,18,897,516,18,755,521,24,712
"전북","7월",553,21,876,577,17,870,487,13,678
"전북","8월",537,20,876,490,19,743,488,23,685
"전북","9월",579,20,856,521,14,741,478,13,702
"전북","10월",612,22,886,588,18,843,566,23,831
"전북","11월",556,21,835,577,23,811,516,25,745
"전북","12월",435,16,633,454,11,641,414,19,612
"전남","전체",9816,273,15645,8685,255,13522,8335,201,12611
"전남","1월",836,20,1326,591,25,920,583,19,854
"전남","2월",709,21,1123,612,11,971,535,11,809
"전남","3월",764,20,1210,727,20,1093,608,16,908
"전남","4월",705,11,1107,726,19,1140,768,25,1144
"전남","5월",874,25,1453,745,21,1178,749,11,1137
"전남","6월",963,29,1568,750,19,1217,656,10,966
"전남","7월",764,17,1247,770,23,1208,726,15,1130
"전남","8월",831,28,1342,748,18,1193,728,19,1155
"전남","9월",869,24,1358,738,28,1169,727,24,1094
"전남","10월",924,30,1477,823,23,1259,792,22,1243
"전남","11월",799,16,1220,760,30,1161,795,13,1175
"전남","12월",778,32,1214,695,18,1013,668,16,996
"경북","전체",12673,354,18723,12100,334,17690,11037,309,16189
"경북","1월",1030,29,1527,854,20,1283,851,18,1299
"경북","2월",858,23,1259,811,14,1220,669,25,931
"경북","3월",801,17,1168,968,27,1370,722,20,1001
"경북","4월",959,21,1381,1047,22,1528,941,25,1437
"경북","5월",1097,41,1636,1012,29,1509,1042,35,1505
"경북","6월",1181,33,1736,1057,20,1556,957,25,1407
"경북","7월",1138,29,1704,1107,35,1650,991,23,1440
"경북","8월",1140,40,1787,986,33,1467,1010,35,1523
"경북","9월",1086,26,1566,995,29,1447,960,22,1401
"경북","10월",1226,41,1828,1168,36,1685,1051,38,1525
"경북","11월",1150,26,1696,1121,36,1607,991,17,1396
"경북","12월",1007,28,1435,974,33,1368,852,26,1324
"경남","전체",11739,280,16607,11059,257,15414,10611,258,14545
"경남","1월",928,30,1321,831,28,1127,792,17,1088
"경남","2월",819,24,1147,798,17,1155,691,20,916
"경남","3월",883,22,1260,868,18,1208,786,24,1047
"경남","4월",915,17,1292,990,17,1372,971,17,1331
"경남","5월",992,19,1396,962,24,1391,963,19,1330
"경남","6월",1149,24,1605,920,23,1283,891,16,1200
"경남","7월",987,17,1437,1001,18,1406,852,28,1174
"경남","8월",1064,22,1605,867,17,1228,878,18,1280
"경남","9월",986,24,1370,898,19,1241,904,28,1215
"경남","10월",1103,33,1550,1006,27,1403,1041,31,1484
"경남","11월",1015,28,1391,1032,27,1411,986,22,1344
"경남","12월",898,20,1233,886,22,1189,856,18,1136
"제주","전체",4030,68,6131,4373,52,6725,4039,53,6021
"제주","1월",349,8,513,272,4,393,332,3,511
"제주","2월",282,1,388,305,3,462,301,2,421
"제주","3월",305,5,432,346,3,522,323,3,466
"제주","4월",269,6,417,366,7,619,338,3,515
"제주","5월",325,6,484,387,5,611,356,8,544
"제주","6월",337,6,502,383,2,586,351,4,542
"제주","7월",370,4,585,410,1,627,352,8,569
"제주","8월",386,4,655,382,7,604,373,4,570
"제주","9월",352,9,506,335,3,527,326,7,465
"제주","10월",401,5,663,423,3,641,366,4,554
"제주","11월",363,12,569,403,3,580,325,4,436
"제주","12월",291,2,417,361,11,553,296,3,428
