YM_ID|POLICE_AREA|GRP_DETAIL_CD|DRIVE_OVER|VIOLATION|SPEEDING|PEDESTRIAN|SAFEDRIVING|SAFETY|CROSSING|ETC|ETL_TYPE|ETL_DATE
201305|P03|9402|0|1|0|0|1|1|0|0|0601|2014-08-01 17:04:41
201305|P04|9401|6|12|0|5|42|5|5|3|0601|2014-08-01 17:04:41
201305|P04|9403|9|25|0|7|76|9|10|4|0601|2014-08-01 17:04:41
201305|P05|9402|0|0|1|0|0|0|0|0|0601|2014-08-01 17:04:41
201305|P06|9401|9|33|1|6|113|14|4|8|0601|2014-08-01 17:04:41
201305|P06|9403|14|58|5|8|156|34|7|10|0601|2014-08-01 17:04:41
201306|P02|9402|0|0|0|2|0|0|0|0|0601|2014-08-01 17:04:41
201306|P03|9401|2|16|0|2|56|12|6|8|0601|2014-08-01 17:04:41
201306|P03|9403|2|25|0|2|71|20|8|25|0601|2014-08-01 17:04:41
201306|P04|9402|0|0|0|0|3|0|0|0|0601|2014-08-01 17:04:41
201306|P05|9401|4|8|0|0|33|4|2|3|0601|2014-08-01 17:04:41
201306|P05|9403|4|12|0|0|43|7|2|3|0601|2014-08-01 17:04:41
201306|P06|9402|0|0|0|0|0|0|0|0|0601|2014-08-01 17:04:41
201307|P02|9401|6|7|0|4|39|9|1|6|0601|2014-08-01 17:04:41
201307|P02|9403|11|11|0|5|51|12|1|11|0601|2014-08-01 17:04:41
201307|P03|9402|0|0|0|0|0|0|0|0|0601|2014-08-01 17:04:41
201307|P04|9401|5|5|0|3|35|8|1|3|0601|2014-08-01 17:04:41
201307|P04|9403|18|6|0|3|54|17|1|4|0601|2014-08-01 17:04:41
201307|P05|9402|0|0|0|0|0|0|0|0|0601|2014-08-01 17:04:41
201307|P06|9401|3|28|0|3|88|14|11|9|0601|2014-08-01 17:04:41
201307|P06|9403|2|35|0|3|152|21|18|11|0601|2014-08-01 17:04:41
201308|P02|9402|0|0|0|0|2|0|0|0|0601|2014-08-01 17:04:41
201308|P03|9401|11|6|0|6|64|7|4|5|0601|2014-08-01 17:04:41
201308|P03|9403|17|7|0|6|81|14|11|8|0601|2014-08-01 17:04:41
201308|P04|9402|0|0|0|0|0|0|0|0|0601|2014-08-01 17:04:41
201308|P05|9401|1|1|0|0|51|1|3|2|0601|2014-08-01 17:04:41
201308|P05|9403|1|2|0|0|69|1|6|3|0601|2014-08-01 17:04:41
201308|P06|9402|0|0|0|0|1|0|1|0|0601|2014-08-01 17:04:41
201309|P02|9401|5|6|0|7|37|8|3|7|0601|2014-08-01 17:04:41
201309|P02|9403|5|12|0|7|53|13|4|7|0601|2014-08-01 17:04:41
201309|P03|9402|0|0|1|0|1|0|0|0|0601|2014-08-01 17:04:41
201309|P04|9401|0|15|0|2|35|2|5|3|0601|2014-08-01 17:04:41
