sido_code,sigungu_code,emd_code,week_type,velocity_CG_AVRG
23000,23010,2301052,weekday,17.31
23000,23010,2301053,weekday,19.82
23000,23010,2301054,weekday,19.02
23000,23010,2301056,weekday,17.35
23000,23010,2301057,weekday,16.4
23000,23010,2301058,weekday,16.48
23000,23010,2301060,weekday,18.56
23000,23010,2301061,weekday,17.02
23000,23010,2301063,weekday,21.68
23000,23010,2301064,weekday,20.28
23000,23010,2301065,weekday,24
23000,23010,2301066,weekday,17.79
23000,23020,2302051,weekday,21.33
23000,23020,2302052,weekday,17.07
23000,23020,2302053,weekday,23.49
23000,23020,2302055,weekday,14.33
23000,23020,2302057,weekday,15.97
23000,23020,2302058,weekday,17.34
23000,23020,2302059,weekday,15.25
23000,23020,2302060,weekday,14.85
23000,23020,2302061,weekday,16.67
23000,23020,2302063,weekday,17.15
23000,23020,2302064,weekday,16.93
23000,23040,2304051,weekday,16.27
23000,23040,2304052,weekday,15.74
23000,23040,2304053,weekday,15.97
23000,23040,2304054,weekday,15.81
23000,23040,2304055,weekday,17.95
23000,23040,2304056,weekday,16.36
23000,23040,2304057,weekday,19.3
23000,23040,2304058,weekday,17.56
23000,23040,2304059,weekday,16.96
23000,23040,2304060,weekday,20.25
23000,23040,2304064,weekday,17.53
23000,23040,2304065,weekday,17.86
23000,23040,2304066,weekday,20.99
23000,23040,2304068,weekday,16.56
23000,23040,2304069,weekday,18.06
23000,23050,2305051,weekday,16.65
23000,23050,2305052,weekday,14.11
23000,23050,2305053,weekday,14.6
23000,23050,2305054,weekday,13.96
23000,23050,2305055,weekday,14.16
23000,23050,2305056,weekday,14.75
23000,23050,2305057,weekday,17.45
23000,23050,2305058,weekday,15.89
23000,23050,2305059,weekday,15.62
23000,23050,2305060,weekday,15.3
23000,23050,2305061,weekday,18.9
23000,23050,2305062,weekday,17.57
23000,23050,2305063,weekday,16.15
23000,23050,2305064,weekday,18.73
23000,23050,2305067,weekday,19.7
23000,23050,2305072,weekday,16.97
23000,23050,2305073,weekday,16.06
23000,23050,2305074,weekday,18.79
23000,23050,2305075,weekday,20.7
23000,23050,2305076,weekday,23.17
23000,23060,2306051,weekday,15.44
23000,23060,2306052,weekday,21.48
23000,23060,2306053,weekday,16.13
23000,23060,2306054,weekday,13.86
23000,23060,2306055,weekday,15.37
23000,23060,2306056,weekday,16.91
23000,23060,2306057,weekday,16.28
23000,23060,2306058,weekday,16.38
23000,23060,2306059,weekday,16.73
23000,23060,2306060,weekday,15.63
23000,23060,2306061,weekday,19.07
23000,23060,2306062,weekday,16.57
23000,23060,2306063,weekday,16.62
23000,23060,2306064,weekday,15.93
23000,23060,2306065,weekday,16.47
23000,23060,2306066,weekday,16.64
23000,23060,2306067,weekday,17.13
23000,23060,2306068,weekday,15.75
23000,23060,2306069,weekday,23
23000,23060,2306070,weekday,15.54
23000,23060,2306071,weekday,16.15
23000,23060,2306072,weekday,15.14
23000,23070,2307051,weekday,17.25
23000,23070,2307052,weekday,18.45
23000,23070,2307053,weekday,15.95
23000,23070,2307054,weekday,17.01
23000,23070,2307055,weekday,16.02
23000,23070,2307056,weekday,15.74
23000,23070,2307057,weekday,18.12
23000,23070,2307058,weekday,21.78
23000,23070,2307061,weekday,23.57
23000,23070,2307062,weekday,15.51
23000,23070,2307063,weekday,21.29
23000,23070,2307064,weekday,27.71
23000,23080,2308051,weekday,19.77
23000,23080,2308053,weekday,15.86
23000,23080,2308054,weekday,17.28
23000,23080,2308055,weekday,21.88
23000,23080,2308056,weekday,20.66
23000,23080,2308058,weekday,16.21
23000,23080,2308059,weekday,16.42
23000,23080,2308060,weekday,16.33
23000,23080,2308062,weekday,18.45
23000,23080,2308063,weekday,15.42
23000,23080,2308064,weekday,17.13
23000,23080,2308065,weekday,16.14
23000,23080,2308073,weekday,18.65
23000,23080,2308074,weekday,16.47
23000,23080,2308078,weekday,16.7
23000,23080,2308079,weekday,22.49
23000,23080,2308080,weekday,17.92
23000,23080,2308081,weekday,18.43
23000,23080,2308084,weekday,20.02
23000,23080,2308085,weekday,16.64
23000,23080,2308086,weekday,15.77
23000,23080,2308087,weekday,17.66
23000,23080,2308088,weekday,18.84
23000,23090,2309052,weekday,14.19
23000,23090,2309054,weekday,16.51
23000,23090,2309056,weekday,17.24
23000,23090,2309057,weekday,15.49
23000,23090,2309059,weekday,20.59
23000,23090,2309060,weekday,19.36
23000,23090,2309061,weekday,16.68
23000,23090,2309062,weekday,17.28
23000,23090,2309065,weekday,16.82
23000,23090,2309066,weekday,15.73
23000,23090,2309067,weekday,17.1
23000,23090,2309068,weekday,15.47
23000,23090,2309069,weekday,15.88
23000,23090,2309070,weekday,15.97
23000,23090,2309071,weekday,14.51
23000,23090,2309072,weekday,15.46
23000,23090,2309073,weekday,15.15
23000,23090,2309074,weekday,32.65
23000,23090,2309075,weekday,16.07
23000,23090,2309076,weekday,17.57
23000,23090,2309077,weekday,16.72
23000,23310,2331011,weekday,19.9
23000,23310,2331031,weekday,21.31
23000,23310,2331032,weekday,20.87
23000,23310,2331033,weekday,19.97
23000,23310,2331034,weekday,20.39
23000,23310,2331035,weekday,21.88
23000,23310,2331036,weekday,19.34
23000,23310,2331037,weekday,20.45
23000,23310,2331038,weekday,19.76
23000,23310,2331039,weekday,22.05
23000,23310,2331040,weekday,17.79
23000,23310,2331041,weekday,19.4
23000,23320,2332037,weekday,20
24000,24010,2401051,weekday,15.13
24000,24010,2401054,weekday,17.18
24000,24010,2401056,weekday,15.34
24000,24010,2401058,weekday,17.47
24000,24010,2401059,weekday,18.59
24000,24010,2401061,weekday,19.99
24000,24010,2401062,weekday,16.83
24000,24010,2401063,weekday,26.51
24000,24010,2401064,weekday,18.85
24000,24010,2401068,weekday,17.47
24000,24010,2401071,weekday,21.43
24000,24010,2401072,weekday,27.49
24000,24010,2401073,weekday,27.87
24000,24020,2402051,weekday,15.18
24000,24020,2402053,weekday,18.43
24000,24020,2402054,weekday,15.91
24000,24020,2402055,weekday,17.52
24000,24020,2402056,weekday,18.42
24000,24020,2402057,weekday,20.26
24000,24020,2402058,weekday,16.04
24000,24020,2402059,weekday,15.34
24000,24020,2402060,weekday,17.55
24000,24020,2402061,weekday,16.64
24000,24020,2402062,weekday,17.53
24000,24020,2402063,weekday,16.46
24000,24020,2402064,weekday,20.72
24000,24020,2402066,weekday,15.36
24000,24020,2402067,weekday,17.65
24000,24020,2402068,weekday,16.46
24000,24020,2402069,weekday,16.64
24000,24020,2402070,weekday,16.88
24000,24030,2403051,weekday,17.52
24000,24030,2403052,weekday,17.87
24000,24030,2403053,weekday,16.88
24000,24030,2403054,weekday,17.14
24000,24030,2403057,weekday,17.06
24000,24030,2403060,weekday,16.21
24000,24030,2403061,weekday,19.78
24000,24030,2403062,weekday,17.45
24000,24030,2403063,weekday,16.09
24000,24030,2403064,weekday,16.7
24000,24030,2403065,weekday,15.46
24000,24030,2403066,weekday,20.55
24000,24030,2403067,weekday,20.82
24000,24030,2403068,weekday,15.91
24000,24030,2403069,weekday,15.41
24000,24030,2403070,weekday,21.36
24000,24040,2404051,weekday,16.07
24000,24040,2404052,weekday,16.44
24000,24040,2404053,weekday,17.24
24000,24040,2404054,weekday,15.41
24000,24040,2404055,weekday,16.67
24000,24040,2404056,weekday,15.66
24000,24040,2404057,weekday,17.31
24000,24040,2404058,weekday,16.23
24000,24040,2404059,weekday,17.23
24000,24040,2404060,weekday,18.99
24000,24040,2404061,weekday,21.65
24000,24040,2404062,weekday,18.87
24000,24040,2404063,weekday,19.36
24000,24040,2404064,weekday,21.23
24000,24040,2404065,weekday,28.72
24000,24040,2404066,weekday,19.43
24000,24040,2404067,weekday,17.7
24000,24040,2404068,weekday,19.48
24000,24040,2404069,weekday,22.85
24000,24040,2404070,weekday,15.69
24000,24040,2404071,weekday,20.08
24000,24040,2404072,weekday,17.14
24000,24040,2404073,weekday,19.57
24000,24040,2404074,weekday,23.02
24000,24040,2404078,weekday,16.36
24000,24040,2404080,weekday,17.63
24000,24040,2404081,weekday,19.72
24000,24040,2404082,weekday,16.26
24000,24050,2405051,weekday,17.45
24000,24050,2405052,weekday,16.74
24000,24050,2405054,weekday,18.92
24000,24050,2405055,weekday,25.09
24000,24050,2405056,weekday,21.18
24000,24050,2405058,weekday,18.72
24000,24050,2405059,weekday,17.57
24000,24050,2405060,weekday,16.85
24000,24050,2405061,weekday,26.58
24000,24050,2405063,weekday,18.56
24000,24050,2405064,weekday,24.23
24000,24050,2405065,weekday,32.47
24000,24050,2405066,weekday,22.06
24000,24050,2405067,weekday,27.5
24000,24050,2405068,weekday,22.96
24000,24050,2405069,weekday,18.33
24000,24050,2405070,weekday,16.51
24000,24050,2405071,weekday,19.16
24000,24050,2405073,weekday,20.6
24000,24050,2405074,weekday,18.11
24000,24050,2405075,weekday,16.22
25000,25010,2501053,weekday,18.88
25000,25010,2501055,weekday,29.02
25000,25010,2501056,weekday,19.71
25000,25010,2501057,weekday,18.22
25000,25010,2501060,weekday,17.66
25000,25010,2501063,weekday,16.42
25000,25010,2501064,weekday,17.22
25000,25010,2501065,weekday,16.82
25000,25010,2501068,weekday,17.91
25000,25010,2501073,weekday,23.06
25000,25010,2501075,weekday,27.82
25000,25010,2501076,weekday,16.53
25000,25010,2501077,weekday,19.71
25000,25010,2501078,weekday,16.89
25000,25010,2501079,weekday,16.59
25000,25010,2501080,weekday,18.42
25000,25020,2502051,weekday,15.79
25000,25020,2502053,weekday,15.57
25000,25020,2502054,weekday,16.9
25000,25020,2502055,weekday,14.99
25000,25020,2502056,weekday,18.52
25000,25020,2502057,weekday,22.79
25000,25020,2502058,weekday,17.66
25000,25020,2502059,weekday,16.25
25000,25020,2502060,weekday,17.23
25000,25020,2502062,weekday,16.93
25000,25020,2502063,weekday,16.54
25000,25020,2502064,weekday,16.23
25000,25020,2502065,weekday,20.19
25000,25020,2502066,weekday,20.3
25000,25020,2502067,weekday,17.21
25000,25020,2502068,weekday,17.55
25000,25020,2502069,weekday,22.64
25000,25030,2503051,weekday,15.57
25000,25030,2503052,weekday,17.42
25000,25030,2503053,weekday,17.05
25000,25030,2503054,weekday,20.62
25000,25030,2503055,weekday,16.8
25000,25030,2503056,weekday,16.01
25000,25030,2503057,weekday,16.62
25000,25030,2503059,weekday,14.67
25000,25030,2503060,weekday,15.2
25000,25030,2503061,weekday,14.9
25000,25030,2503062,weekday,16.35
25000,25030,2503063,weekday,14.86
25000,25030,2503064,weekday,16.22
25000,25030,2503065,weekday,16.81
25000,25030,2503066,weekday,17.5
25000,25030,2503067,weekday,15.67
25000,25030,2503068,weekday,16.37
25000,25030,2503069,weekday,17.74
25000,25030,2503070,weekday,18.13
25000,25030,2503071,weekday,20.23
25000,25030,2503072,weekday,16.77
25000,25030,2503073,weekday,19.86
25000,25030,2503074,weekday,15.16
25000,25040,2504051,weekday,26.78
25000,25040,2504054,weekday,17.54
25000,25040,2504055,weekday,21
25000,25040,2504057,weekday,18.9
25000,25040,2504059,weekday,18.58
25000,25040,2504061,weekday,19.9
25000,25040,2504063,weekday,18.5
25000,25040,2504064,weekday,18.84
25000,25040,2504065,weekday,16.19
25000,25040,2504066,weekday,20.57
25000,25040,2504067,weekday,16.61
25000,25050,2505051,weekday,18.62
25000,25050,2505052,weekday,23.86
25000,25050,2505053,weekday,31.28
25000,25050,2505054,weekday,23.99
25000,25050,2505055,weekday,16.43
25000,25050,2505056,weekday,16.05
25000,25050,2505057,weekday,16.71
25000,25050,2505058,weekday,19.59
25000,25050,2505059,weekday,21.66
25000,25050,2505060,weekday,24.49
25000,25050,2505061,weekday,19.64
25000,25050,2505062,weekday,20.78
26000,26010,2601051,weekday,16.77
26000,26010,2601052,weekday,15.68
26000,26010,2601053,weekday,15.19
26000,26010,2601054,weekday,17.76
26000,26010,2601055,weekday,18.74
26000,26010,2601059,weekday,19.57
26000,26010,2601060,weekday,18.75
26000,26010,2601061,weekday,22.06
26000,26010,2601062,weekday,17.15
26000,26010,2601063,weekday,18.59
26000,26010,2601064,weekday,18.22
26000,26010,2601066,weekday,19.02
26000,26010,2601067,weekday,18.09
26000,26020,2602051,weekday,18.93
26000,26020,2602052,weekday,18.27
26000,26020,2602053,weekday,15.78
26000,26020,2602054,weekday,16.23
26000,26020,2602055,weekday,17.35
26000,26020,2602056,weekday,15.66
26000,26020,2602057,weekday,16.12
26000,26020,2602058,weekday,17.35
26000,26020,2602059,weekday,18.8
26000,26020,2602060,weekday,17.97
26000,26020,2602061,weekday,17.84
26000,26020,2602062,weekday,16.6
26000,26020,2602063,weekday,16.57
26000,26020,2602064,weekday,19.44
26000,26030,2603051,weekday,18.72
26000,26030,2603052,weekday,17.2
26000,26030,2603053,weekday,17.16
26000,26030,2603054,weekday,17.05
26000,26030,2603055,weekday,17.26
26000,26030,2603058,weekday,16.54
26000,26030,2603059,weekday,16.53
26000,26030,2603060,weekday,20.14
26000,26030,2603061,weekday,16.44
26000,26040,2604051,weekday,19.15
26000,26040,2604052,weekday,17.9
26000,26040,2604053,weekday,19.27
26000,26040,2604054,weekday,21.94
26000,26040,2604056,weekday,18.36
26000,26040,2604057,weekday,18.6
26000,26040,2604058,weekday,15.28
26000,26040,2604059,weekday,16.99
26000,26310,2631011,weekday,20.78
26000,26310,2631012,weekday,27.01
26000,26310,2631013,weekday,26.43
26000,26310,2631014,weekday,25.37
26000,26310,2631015,weekday,27.38
26000,26310,2631016,weekday,25.33
26000,26310,2631031,weekday,22.24
26000,26310,2631034,weekday,22.19
26000,26310,2631036,weekday,20.44
26000,26310,2631037,weekday,26.64
26000,26310,2631038,weekday,25.42
26000,26310,2631040,weekday,25.9
29000,29010,2901011,weekday,21.32
29000,29010,2901031,weekday,24.08
29000,29010,2901032,weekday,24.92
29000,29010,2901033,weekday,23.01
29000,29010,2901034,weekday,23.16
29000,29010,2901035,weekday,36.86
29000,29010,2901036,weekday,26.81
29000,29010,2901037,weekday,25.41
29000,29010,2901038,weekday,26.18
29000,29010,2901039,weekday,23.51
29000,29010,2901053,weekday,18.09
29000,29010,2901056,weekday,17.08
29000,29010,2901059,weekday,19.01
29000,29010,2901060,weekday,18.81
29000,29010,2901061,weekday,25.39
29000,29010,2901064,weekday,18.62
29000,29010,2901065,weekday,18.86
29000,29010,2901066,weekday,18.59
29000,29010,2901067,weekday,17.12
29000,29010,2901068,weekday,18.76
31000,31011,3101154,weekday,24.85
31000,31011,3101155,weekday,17.25
31000,31011,3101156,weekday,15.28
31000,31011,3101157,weekday,15.88
31000,31011,3101158,weekday,15.88
31000,31011,3101159,weekday,17.91
31000,31011,3101160,weekday,17.02
31000,31011,3101161,weekday,26.98
31000,31011,3101162,weekday,15.76
31000,31011,3101163,weekday,26.7
31000,31012,3101252,weekday,15.36
31000,31012,3101253,weekday,16.45
31000,31012,3101254,weekday,15.09
31000,31012,3101255,weekday,17.32
31000,31012,3101256,weekday,18.09
31000,31012,3101257,weekday,17.51
31000,31012,3101260,weekday,14.93
31000,31012,3101261,weekday,16.72
31000,31012,3101262,weekday,28.76
31000,31012,3101264,weekday,16.94
31000,31012,3101265,weekday,19.09
31000,31012,3101266,weekday,16.88
31000,31013,3101353,weekday,18.98
31000,31013,3101354,weekday,21.48
31000,31013,3101355,weekday,16.01
31000,31013,3101356,weekday,16.55
31000,31013,3101367,weekday,16.89
31000,31013,3101368,weekday,20.04
31000,31013,3101369,weekday,16.72
31000,31013,3101370,weekday,15.55
31000,31013,3101371,weekday,16
31000,31013,3101372,weekday,18.37
31000,31014,3101451,weekday,14.96
31000,31014,3101452,weekday,15.62
31000,31014,3101453,weekday,15.07
31000,31014,3101454,weekday,14.48
31000,31014,3101460,weekday,16.03
31000,31014,3101462,weekday,22.97
31000,31014,3101463,weekday,17.66
31000,31014,3101464,weekday,18.29
31000,31014,3101465,weekday,16.21
31000,31014,3101466,weekday,16.51
31000,31014,3101467,weekday,19.15
31000,31014,3101468,weekday,16.11
31000,31021,3102151,weekday,16.32
31000,31021,3102152,weekday,17.02
31000,31021,3102153,weekday,13.82
31000,31021,3102154,weekday,27.5
31000,31021,3102155,weekday,15.92
31000,31021,3102156,weekday,14.67
31000,31021,3102157,weekday,15.48
31000,31021,3102158,weekday,18.34
31000,31021,3102159,weekday,27.41
31000,31021,3102160,weekday,16.29
31000,31021,3102161,weekday,17.56
31000,31021,3102162,weekday,14.68
31000,31021,3102164,weekday,31.04
31000,31021,3102165,weekday,27.72
31000,31021,3102166,weekday,32.3
31000,31021,3102167,weekday,20.75
31000,31021,3102168,weekday,15.96
31000,31022,3102251,weekday,19.06
31000,31022,3102253,weekday,15.73
31000,31022,3102254,weekday,16.73
31000,31022,3102255,weekday,17.85
31000,31022,3102256,weekday,18.63
31000,31022,3102257,weekday,16.7
31000,31022,3102258,weekday,15.33
31000,31022,3102259,weekday,13.07
31000,31022,3102260,weekday,17.63
31000,31022,3102261,weekday,21.01
31000,31022,3102262,weekday,16.66
31000,31023,3102351,weekday,17.73
31000,31023,3102352,weekday,14.53
31000,31023,3102353,weekday,16.79
31000,31023,3102354,weekday,16.39
31000,31023,3102355,weekday,14.99
31000,31023,3102356,weekday,13.53
31000,31023,3102358,weekday,16.88
31000,31023,3102359,weekday,15.71
31000,31023,3102360,weekday,17.21
31000,31023,3102361,weekday,22.76
31000,31023,3102362,weekday,15.89
31000,31023,3102363,weekday,16.41
31000,31023,3102364,weekday,14.26
31000,31023,3102367,weekday,15.77
31000,31023,3102368,weekday,24.99
31000,31023,3102371,weekday,23.08
31000,31023,3102372,weekday,17.77
31000,31023,3102374,weekday,23.43
31000,31023,3102375,weekday,18.58
31000,31023,3102376,weekday,22.46
31000,31023,3102377,weekday,17.76
31000,31023,3102378,weekday,15.31
31000,31030,3103052,weekday,15.47
31000,31030,3103055,weekday,20.92
31000,31030,3103056,weekday,32.89
31000,31030,3103057,weekday,17.9
31000,31030,3103058,weekday,16.59
31000,31030,3103059,weekday,22.65
31000,31030,3103060,weekday,22.58
31000,31030,3103064,weekday,16.47
31000,31030,3103065,weekday,15.53
31000,31030,3103067,weekday,20.53
31000,31030,3103068,weekday,18.16
31000,31030,3103069,weekday,15.08
31000,31030,3103070,weekday,16.71
31000,31030,3103071,weekday,18.59
31000,31041,3104151,weekday,17.07
31000,31041,3104152,weekday,17.46
31000,31041,3104153,weekday,17.88
31000,31041,3104154,weekday,14.23
31000,31041,3104155,weekday,14.04
31000,31041,3104156,weekday,16.22
31000,31041,3104157,weekday,16.83
31000,31041,3104158,weekday,18.14
31000,31041,3104159,weekday,21.37
31000,31041,3104160,weekday,27.05
31000,31041,3104161,weekday,20.72
31000,31041,3104162,weekday,17.39
31000,31041,3104163,weekday,16.38
31000,31041,3104164,weekday,21.41
31000,31042,3104251,weekday,17.11
31000,31042,3104252,weekday,19.14
31000,31042,3104253,weekday,17.86
31000,31042,3104254,weekday,16.47
31000,31042,3104255,weekday,15.13
31000,31042,3104256,weekday,21.11
31000,31042,3104257,weekday,17.28
31000,31042,3104258,weekday,15.27
31000,31042,3104259,weekday,16.41
31000,31042,3104260,weekday,15.1
31000,31042,3104261,weekday,17.21
31000,31042,3104262,weekday,20.45
31000,31042,3104263,weekday,18.3
31000,31042,3104264,weekday,16.11
31000,31042,3104265,weekday,14.7
31000,31042,3104266,weekday,18.45
31000,31042,3104267,weekday,21.1
31000,31050,3105087,weekday,15.56
31000,31050,3105088,weekday,16.44
31000,31050,3105089,weekday,14.45
31000,31050,3105090,weekday,15.14
31000,31050,3105091,weekday,17.28
31000,31050,3105092,weekday,19.54
31000,31050,3105093,weekday,16.48
31000,31050,3105094,weekday,16.75
31000,31050,3105095,weekday,17.39
31000,31050,3105096,weekday,18.97
31000,31060,3106051,weekday,17.31
31000,31060,3106052,weekday,14.25
31000,31060,3106053,weekday,15.46
31000,31060,3106054,weekday,13.56
31000,31060,3106055,weekday,19.8
31000,31060,3106056,weekday,16.68
31000,31060,3106057,weekday,16.46
31000,31060,3106058,weekday,17.67
31000,31060,3106059,weekday,15.03
31000,31060,3106060,weekday,14.95
31000,31060,3106061,weekday,19.54
31000,31060,3106062,weekday,16.25
31000,31060,3106063,weekday,15.33
31000,31060,3106064,weekday,13.46
31000,31060,3106065,weekday,14.34
31000,31060,3106066,weekday,20.26
31000,31060,3106067,weekday,18.23
31000,31060,3106068,weekday,22.75
31000,31070,3107011,weekday,20.85
31000,31070,3107012,weekday,21.2
31000,31070,3107013,weekday,23.07
31000,31070,3107014,weekday,27.29
31000,31070,3107031,weekday,22.81
31000,31070,3107032,weekday,22.75
31000,31070,3107033,weekday,21.03
31000,31070,3107034,weekday,25.37
31000,31070,3107037,weekday,23.82
31000,31070,3107051,weekday,18.02
31000,31070,3107052,weekday,17.44
31000,31070,3107053,weekday,24.17
31000,31070,3107055,weekday,15.77
31000,31070,3107056,weekday,19.24
31000,31070,3107057,weekday,17.77
31000,31070,3107058,weekday,19.29
31000,31070,3107059,weekday,19.03
31000,31070,3107060,weekday,18.04
31000,31070,3107061,weekday,17.84
31000,31070,3107062,weekday,17.83
31000,31070,3107064,weekday,19.06
31000,31070,3107065,weekday,16.49
31000,31070,3107066,weekday,18.28
31000,31080,3108051,weekday,18.68
31000,31080,3108052,weekday,18.19
31000,31080,3108053,weekday,18.6
31000,31080,3108055,weekday,21.8
31000,31080,3108056,weekday,24.96
31000,31080,3108058,weekday,21.66
31000,31080,3108060,weekday,20.49
31000,31080,3108061,weekday,17.91
31000,31091,3109151,weekday,19.28
31000,31091,3109154,weekday,16.62
31000,31091,3109155,weekday,15.27
31000,31091,3109156,weekday,15.1
31000,31091,3109157,weekday,25.23
31000,31091,3109158,weekday,21.01
31000,31091,3109162,weekday,16.86
31000,31091,3109171,weekday,26.81
31000,31091,3109173,weekday,32.13
31000,31091,3109174,weekday,17.22
31000,31091,3109176,weekday,15.88
31000,31091,3109177,weekday,16.11
31000,31091,3109178,weekday,16.66
31000,31092,3109259,weekday,16.75
31000,31092,3109266,weekday,17.91
31000,31092,3109268,weekday,15.33
31000,31092,3109269,weekday,22.57
31000,31092,3109270,weekday,19.86
31000,31092,3109272,weekday,22.05
31000,31092,3109273,weekday,15.17
31000,31092,3109274,weekday,16.98
31000,31092,3109275,weekday,15.21
31000,31092,3109276,weekday,17.52
31000,31092,3109277,weekday,18.54
31000,31092,3109278,weekday,16.54
31000,31101,3110151,weekday,27.45
31000,31101,3110152,weekday,29.55
31000,31101,3110153,weekday,21.64
31000,31101,3110154,weekday,21.32
31000,31101,3110155,weekday,21.18
31000,31101,3110156,weekday,20.53
31000,31101,3110158,weekday,17.35
31000,31101,3110159,weekday,24.77
31000,31101,3110160,weekday,22.33
31000,31101,3110161,weekday,29.72
31000,31101,3110162,weekday,16.99
31000,31101,3110163,weekday,16.68
31000,31101,3110164,weekday,27.46
31000,31101,3110165,weekday,14.79
31000,31101,3110166,weekday,24.32
31000,31101,3110167,weekday,16.97
31000,31101,3110168,weekday,28.43
31000,31101,3110169,weekday,16.06
31000,31101,3110170,weekday,20.16
31000,31103,3110351,weekday,17.74
31000,31103,3110352,weekday,16.59
31000,31103,3110353,weekday,16.35
31000,31103,3110354,weekday,17.81
31000,31103,3110355,weekday,15.27
31000,31103,3110356,weekday,15.3
31000,31103,3110357,weekday,15.66
31000,31103,3110358,weekday,25.58
31000,31103,3110359,weekday,15.75
31000,31103,3110360,weekday,25.84
31000,31103,3110361,weekday,14.76
31000,31104,3110451,weekday,16.95
31000,31104,3110452,weekday,17.3
31000,31104,3110453,weekday,14.85
31000,31104,3110454,weekday,14.8
31000,31104,3110455,weekday,16.17
31000,31104,3110456,weekday,12.9
31000,31104,3110457,weekday,16.56
31000,31104,3110458,weekday,26.69
31000,31104,3110459,weekday,22.47
31000,31110,3111051,weekday,17.72
31000,31110,3111052,weekday,26.43
31000,31110,3111053,weekday,17.18
31000,31110,3111054,weekday,14.66
31000,31110,3111055,weekday,22.34
31000,31110,3111056,weekday,27.54
31000,31120,3112051,weekday,23.07
31000,31120,3112052,weekday,28.77
31000,31120,3112053,weekday,20.62
31000,31120,3112054,weekday,22.02
31000,31120,3112055,weekday,24.62
31000,31120,3112056,weekday,16.89
31000,31120,3112057,weekday,15.1
31000,31120,3112058,weekday,21.27
31000,31130,3113011,weekday,25.55
31000,31130,3113012,weekday,20.81
31000,31130,3113013,weekday,21.75
31000,31130,3113014,weekday,24.83
31000,31130,3113015,weekday,19.82
31000,31130,3113016,weekday,17.03
31000,31130,3113031,weekday,26.34
31000,31130,3113034,weekday,26.52
31000,31130,3113035,weekday,25.09
31000,31130,3113051,weekday,18.58
31000,31130,3113052,weekday,20.22
31000,31130,3113053,weekday,15.84
31000,31130,3113054,weekday,27.08
31000,31130,3113057,weekday,19.15
31000,31130,3113058,weekday,17.81
31000,31130,3113059,weekday,19.52
31000,31140,3114051,weekday,18.77
31000,31140,3114052,weekday,17.51
31000,31140,3114053,weekday,17.67
31000,31140,3114054,weekday,18.73
31000,31140,3114055,weekday,21.21
31000,31140,3114056,weekday,20.82
31000,31150,3115051,weekday,19.52
31000,31150,3115052,weekday,17.85
31000,31150,3115053,weekday,19.87
31000,31150,3115054,weekday,23.6
31000,31150,3115055,weekday,26.18
31000,31150,3115056,weekday,25.26
31000,31150,3115059,weekday,21.15
31000,31150,3115061,weekday,17.89
31000,31150,3115062,weekday,17.68
31000,31150,3115064,weekday,17.38
31000,31150,3115065,weekday,16.82
31000,31150,3115067,weekday,18.41
31000,31150,3115068,weekday,20.17
31000,31150,3115069,weekday,26.57
31000,31150,3115070,weekday,21.33
31000,31150,3115071,weekday,17.36
31000,31150,3115072,weekday,16.21
31000,31150,3115073,weekday,18.13
31000,31160,3116051,weekday,17.35
31000,31160,3116052,weekday,20.49
31000,31160,3116054,weekday,15.7
31000,31160,3116055,weekday,20.81
31000,31160,3116056,weekday,16.86
31000,31160,3116057,weekday,16.44
31000,31160,3116058,weekday,16.17
31000,31160,3116059,weekday,19.37
31000,31160,3116060,weekday,17.64
31000,31160,3116061,weekday,15.33
31000,31160,3116062,weekday,28.55
31000,31170,3117051,weekday,23.73
31000,31170,3117052,weekday,22.49
31000,31170,3117053,weekday,19.81
31000,31170,3117054,weekday,20.93
31000,31170,3117055,weekday,15.58
31000,31170,3117056,weekday,28.54
31000,31180,3118051,weekday,31.04
31000,31180,3118052,weekday,15.7
31000,31180,3118053,weekday,16.43
31000,31180,3118054,weekday,21.6
31000,31180,3118055,weekday,18
31000,31180,3118056,weekday,16.99
31000,31180,3118059,weekday,24.34
31000,31180,3118060,weekday,20.7
31000,31180,3118061,weekday,16.73
31000,31180,3118062,weekday,16.41
31000,31180,3118063,weekday,18.75
31000,31180,3118065,weekday,16.77
31000,31180,3118066,weekday,20.68
31000,31180,3118067,weekday,19.43
31000,31191,3119111,weekday,21.82
31000,31191,3119112,weekday,26.59
31000,31191,3119113,weekday,25.72
31000,31191,3119114,weekday,26.47
31000,31191,3119134,weekday,24.66
31000,31191,3119135,weekday,26.22
31000,31191,3119136,weekday,25.85
31000,31191,3119151,weekday,20.04
31000,31191,3119152,weekday,19.23
31000,31191,3119153,weekday,26.25
31000,31191,3119154,weekday,23.54
31000,31192,3119252,weekday,16.91
31000,31192,3119254,weekday,21.31
31000,31192,3119255,weekday,21.16
31000,31192,3119256,weekday,17.99
31000,31192,3119257,weekday,17.59
31000,31192,3119259,weekday,20.11
31000,31192,3119260,weekday,23.04
31000,31192,3119261,weekday,22.26
31000,31192,3119263,weekday,19.64
31000,31192,3119264,weekday,21.79
31000,31192,3119265,weekday,23.46
31000,31192,3119266,weekday,21.15
31000,31192,3119267,weekday,22.14
31000,31192,3119268,weekday,16.77
31000,31192,3119269,weekday,17.18
31000,31193,3119351,weekday,15.88
31000,31193,3119352,weekday,16.11
31000,31193,3119353,weekday,18.69
