시도,시군구,읍면동,week_type,velocity_CG_AVRG
제주특별자치도,제주시,조천읍,weekday,24.69
제주특별자치도,제주시,한경면,weekday,24.38
제주특별자치도,제주시,일도1동,weekday,16.07
제주특별자치도,제주시,일도2동,weekday,18.07
제주특별자치도,제주시,이도1동,weekday,19.33
제주특별자치도,제주시,이도2동,weekday,17.19
제주특별자치도,제주시,삼도1동,weekday,18.78
제주특별자치도,제주시,삼도2동,weekday,17.12
제주특별자치도,제주시,용담1동,weekday,16.71
제주특별자치도,제주시,용담2동,weekday,17.55
제주특별자치도,제주시,건입동,weekday,18.78
제주특별자치도,제주시,화북동,weekday,20.52
제주특별자치도,제주시,삼양동,weekday,19.72
제주특별자치도,제주시,봉개동,weekday,25.63
제주특별자치도,제주시,아라동,weekday,21.97
제주특별자치도,제주시,오라동,weekday,19.44
제주특별자치도,제주시,연동,weekday,18.81
제주특별자치도,제주시,노형동,weekday,20.49
제주특별자치도,제주시,외도동,weekday,20.21
제주특별자치도,제주시,이호동,weekday,22.03
제주특별자치도,제주시,도두동,weekday,19.73
제주특별자치도,서귀포시,대정읍,weekday,23.8
제주특별자치도,서귀포시,남원읍,weekday,25.21
제주특별자치도,서귀포시,성산읍,weekday,24.3
제주특별자치도,서귀포시,안덕면,weekday,24.06
제주특별자치도,서귀포시,표선면,weekday,24.86
제주특별자치도,서귀포시,송산동,weekday,18.83
제주특별자치도,서귀포시,정방동,weekday,18.81
제주특별자치도,서귀포시,중앙동,weekday,19.39
제주특별자치도,서귀포시,천지동,weekday,20.72
제주특별자치도,서귀포시,효돈동,weekday,22.49
제주특별자치도,서귀포시,영천동,weekday,25.83
제주특별자치도,서귀포시,동홍동,weekday,19.79
제주특별자치도,서귀포시,서홍동,weekday,21.84
제주특별자치도,서귀포시,대륜동,weekday,23.55
제주특별자치도,서귀포시,대천동,weekday,23.53
제주특별자치도,서귀포시,중문동,weekday,27.82
제주특별자치도,서귀포시,예래동,weekday,22.9
