시도,시군구,읍면동,week_type,velocity_CG_AVRG
서울특별시,종로구,사직동,weekday,19.12
서울특별시,종로구,삼청동,weekday,18.28
서울특별시,종로구,부암동,weekday,19.05
서울특별시,종로구,평창동,weekday,18.53
서울특별시,종로구,무악동,weekday,12.86
서울특별시,종로구,교남동,weekday,20.39
서울특별시,종로구,가회동,weekday,18.1
서울특별시,종로구,종로1·2·3·4가동,weekday,15.91
서울특별시,종로구,종로5·6가동,weekday,15.1
서울특별시,종로구,이화동,weekday,13.56
서울특별시,종로구,창신1동,weekday,14.88
서울특별시,종로구,창신3동,weekday,16.44
서울특별시,종로구,숭인1동,weekday,16.75
서울특별시,종로구,숭인2동,weekday,13.73
서울특별시,종로구,청운효자동,weekday,16.4
서울특별시,종로구,혜화동,weekday,15.72
서울특별시,중구,소공동,weekday,15.41
서울특별시,중구,회현동,weekday,15.35
서울특별시,중구,명동,weekday,14.65
서울특별시,중구,필동,weekday,14.87
서울특별시,중구,장충동,weekday,13.76
서울특별시,중구,광희동,weekday,14.46
서울특별시,중구,을지로동,weekday,15.24
서울특별시,중구,신당5동,weekday,13.23
서울특별시,중구,황학동,weekday,13.29
서울특별시,중구,중림동,weekday,14.21
서울특별시,중구,신당동,weekday,13.86
서울특별시,중구,다산동,weekday,12.16
서울특별시,중구,약수동,weekday,16.01
서울특별시,중구,청구동,weekday,15.14
서울특별시,중구,동화동,weekday,17.25
서울특별시,용산구,후암동,weekday,18.46
서울특별시,용산구,용산2가동,weekday,17.51
서울특별시,용산구,남영동,weekday,15.0
서울특별시,용산구,원효로2동,weekday,20.94
서울특별시,용산구,효창동,weekday,16.11
서울특별시,용산구,용문동,weekday,12.95
서울특별시,용산구,이촌1동,weekday,18.68
서울특별시,용산구,이촌2동,weekday,22.03
서울특별시,용산구,이태원1동,weekday,17.05
서울특별시,용산구,이태원2동,weekday,18.77
서울특별시,용산구,서빙고동,weekday,20.91
서울특별시,용산구,보광동,weekday,17.84
서울특별시,용산구,청파동,weekday,15.87
서울특별시,용산구,원효로1동,weekday,15.87
서울특별시,용산구,한강로동,weekday,14.98
서울특별시,용산구,한남동,weekday,17.51
서울특별시,성동구,왕십리2동,weekday,17.01
서울특별시,성동구,마장동,weekday,17.62
서울특별시,성동구,사근동,weekday,21.67
서울특별시,성동구,행당1동,weekday,15.14
서울특별시,성동구,행당2동,weekday,16.54
서울특별시,성동구,응봉동,weekday,18.35
서울특별시,성동구,금호1가동,weekday,14.11
서울특별시,성동구,금호4가동,weekday,18.26
서울특별시,성동구,성수1가1동,weekday,25.6
서울특별시,성동구,성수1가2동,weekday,20.7
서울특별시,성동구,성수2가1동,weekday,21.99
서울특별시,성동구,성수2가3동,weekday,14.56
서울특별시,성동구,송정동,weekday,23.13
서울특별시,성동구,용답동,weekday,18.77
서울특별시,성동구,왕십리도선동,weekday,15.35
서울특별시,성동구,금호2·3가동,weekday,15.22
서울특별시,성동구,옥수동,weekday,17.4
서울특별시,광진구,화양동,weekday,15.37
서울특별시,광진구,군자동,weekday,17.97
서울특별시,광진구,중곡1동,weekday,23.89
서울특별시,광진구,중곡2동,weekday,16.91
서울특별시,광진구,중곡3동,weekday,21.92
서울특별시,광진구,중곡4동,weekday,16.39
서울특별시,광진구,능동,weekday,13.82
서울특별시,광진구,구의1동,weekday,18.46
서울특별시,광진구,구의2동,weekday,16.58
서울특별시,광진구,구의3동,weekday,22.51
서울특별시,광진구,광장동,weekday,24.09
서울특별시,광진구,자양1동,weekday,14.82
서울특별시,광진구,자양2동,weekday,28.14
서울특별시,광진구,자양3동,weekday,20.43
서울특별시,광진구,자양4동,weekday,29.6
서울특별시,동대문구,회기동,weekday,15.61
서울특별시,동대문구,휘경1동,weekday,22.15
서울특별시,동대문구,휘경2동,weekday,15.97
서울특별시,동대문구,청량리동,weekday,18.42
서울특별시,동대문구,용신동,weekday,17.47
서울특별시,동대문구,제기동,weekday,16.12
서울특별시,동대문구,전농1동,weekday,16.51
서울특별시,동대문구,전농2동,weekday,15.29
서울특별시,동대문구,답십리2동,weekday,15.95
서울특별시,동대문구,장안1동,weekday,18.68
서울특별시,동대문구,장안2동,weekday,15.65
서울특별시,동대문구,이문1동,weekday,16.9
서울특별시,동대문구,이문2동,weekday,16.95
서울특별시,동대문구,답십리1동,weekday,15.08
서울특별시,중랑구,면목2동,weekday,19.92
서울특별시,중랑구,면목4동,weekday,16.1
서울특별시,중랑구,면목5동,weekday,26.43
서울특별시,중랑구,면목7동,weekday,16.3
서울특별시,중랑구,상봉1동,weekday,18.43
서울특별시,중랑구,상봉2동,weekday,19.84
서울특별시,중랑구,중화1동,weekday,17.59
서울특별시,중랑구,중화2동,weekday,19.9
서울특별시,중랑구,묵1동,weekday,18.25
서울특별시,중랑구,묵2동,weekday,20.35
서울특별시,중랑구,망우3동,weekday,14.62
서울특별시,중랑구,신내1동,weekday,25.44
서울특별시,중랑구,신내2동,weekday,16.87
서울특별시,중랑구,면목본동,weekday,14.32
서울특별시,중랑구,면목3·8동,weekday,13.7
서울특별시,중랑구,망우본동,weekday,20.07
서울특별시,성북구,돈암1동,weekday,18.23
서울특별시,성북구,돈암2동,weekday,19.64
서울특별시,성북구,안암동,weekday,16.5
서울특별시,성북구,보문동,weekday,17.36
서울특별시,성북구,정릉1동,weekday,14.1
서울특별시,성북구,정릉2동,weekday,14.8
서울특별시,성북구,정릉3동,weekday,22.63
서울특별시,성북구,정릉4동,weekday,18.0
서울특별시,성북구,길음1동,weekday,15.45
서울특별시,성북구,길음2동,weekday,17.31
서울특별시,성북구,월곡1동,weekday,15.29
서울특별시,성북구,월곡2동,weekday,20.8
서울특별시,성북구,장위1동,weekday,14.71
서울특별시,성북구,장위2동,weekday,14.98
서울특별시,성북구,장위3동,weekday,14.84
서울특별시,성북구,성북동,weekday,19.49
서울특별시,성북구,삼선동,weekday,14.82
서울특별시,성북구,동선동,weekday,14.68
서울특별시,성북구,종암동,weekday,21.11
서울특별시,성북구,석관동,weekday,20.18
서울특별시,강북구,번1동,weekday,14.19
서울특별시,강북구,번2동,weekday,18.59
서울특별시,강북구,번3동,weekday,17.68
서울특별시,강북구,수유1동,weekday,16.1
서울특별시,강북구,수유2동,weekday,15.06
서울특별시,강북구,수유3동,weekday,15.83
서울특별시,강북구,삼양동,weekday,16.08
서울특별시,강북구,미아동,weekday,15.5
서울특별시,강북구,송중동,weekday,15.6
서울특별시,강북구,송천동,weekday,15.71
서울특별시,강북구,삼각산동,weekday,16.59
서울특별시,강북구,우이동,weekday,20.06
서울특별시,강북구,인수동,weekday,15.37
서울특별시,도봉구,쌍문1동,weekday,17.42
서울특별시,도봉구,쌍문2동,weekday,14.28
서울특별시,도봉구,쌍문3동,weekday,16.02
서울특별시,도봉구,쌍문4동,weekday,17.2
서울특별시,도봉구,방학1동,weekday,15.87
서울특별시,도봉구,방학2동,weekday,15.85
서울특별시,도봉구,방학3동,weekday,17.52
서울특별시,도봉구,창1동,weekday,16.37
서울특별시,도봉구,창2동,weekday,16.31
서울특별시,도봉구,창3동,weekday,17.09
서울특별시,도봉구,창4동,weekday,18.01
서울특별시,도봉구,창5동,weekday,15.71
서울특별시,도봉구,도봉1동,weekday,15.57
서울특별시,도봉구,도봉2동,weekday,16.25
서울특별시,노원구,월계1동,weekday,17.44
서울특별시,노원구,월계2동,weekday,19.47
서울특별시,노원구,월계3동,weekday,21.09
서울특별시,노원구,공릉2동,weekday,17.15
서울특별시,노원구,하계1동,weekday,15.97
서울특별시,노원구,하계2동,weekday,22.75
서울특별시,노원구,중계본동,weekday,14.95
서울특별시,노원구,중계1동,weekday,15.26
서울특별시,노원구,중계4동,weekday,16.12
서울특별시,노원구,상계1동,weekday,22.81
서울특별시,노원구,상계2동,weekday,14.85
서울특별시,노원구,상계5동,weekday,15.72
서울특별시,노원구,상계8동,weekday,34.52
서울특별시,노원구,상계9동,weekday,18.28
서울특별시,노원구,상계10동,weekday,19.91
서울특별시,노원구,상계3·4동,weekday,21.83
서울특별시,노원구,상계6·7동,weekday,19.79
서울특별시,노원구,중계2·3동,weekday,16.75
서울특별시,노원구,공릉1동,weekday,19.24
서울특별시,은평구,녹번동,weekday,15.21
서울특별시,은평구,불광1동,weekday,14.1
서울특별시,은평구,갈현1동,weekday,16.06
서울특별시,은평구,갈현2동,weekday,14.68
서울특별시,은평구,구산동,weekday,14.89
서울특별시,은평구,대조동,weekday,14.31
서울특별시,은평구,응암1동,weekday,15.96
서울특별시,은평구,응암2동,weekday,15.39
서울특별시,은평구,신사1동,weekday,17.19
서울특별시,은평구,신사2동,weekday,15.02
서울특별시,은평구,증산동,weekday,21.85
서울특별시,은평구,수색동,weekday,15.15
서울특별시,은평구,진관동,weekday,19.76
서울특별시,은평구,불광2동,weekday,15.83
서울특별시,은평구,응암3동,weekday,15.3
서울특별시,은평구,역촌동,weekday,17.36
서울특별시,서대문구,천연동,weekday,18.5
서울특별시,서대문구,홍제1동,weekday,19.13
서울특별시,서대문구,홍제3동,weekday,22.73
서울특별시,서대문구,홍제2동,weekday,14.5
서울특별시,서대문구,홍은1동,weekday,15.25
서울특별시,서대문구,홍은2동,weekday,19.82
서울특별시,서대문구,남가좌1동,weekday,15.36
서울특별시,서대문구,남가좌2동,weekday,16.0
서울특별시,서대문구,북가좌1동,weekday,16.62
서울특별시,서대문구,북가좌2동,weekday,14.67
서울특별시,서대문구,충현동,weekday,18.68
서울특별시,서대문구,북아현동,weekday,17.98
서울특별시,서대문구,신촌동,weekday,17.52
서울특별시,서대문구,연희동,weekday,18.81
서울특별시,마포구,용강동,weekday,23.33
서울특별시,마포구,대흥동,weekday,14.82
서울특별시,마포구,염리동,weekday,17.14
서울특별시,마포구,신수동,weekday,16.31
서울특별시,마포구,서교동,weekday,15.28
서울특별시,마포구,합정동,weekday,32.04
서울특별시,마포구,망원1동,weekday,21.58
서울특별시,마포구,망원2동,weekday,33.16
서울특별시,마포구,연남동,weekday,15.02
서울특별시,마포구,성산1동,weekday,18.14
서울특별시,마포구,성산2동,weekday,19.37
서울특별시,마포구,상암동,weekday,21.58
서울특별시,마포구,도화동,weekday,17.41
서울특별시,마포구,서강동,weekday,17.14
서울특별시,마포구,공덕동,weekday,15.59
서울특별시,마포구,아현동,weekday,18.27
서울특별시,양천구,목1동,weekday,15.35
서울특별시,양천구,목2동,weekday,17.78
서울특별시,양천구,목3동,weekday,16.47
서울특별시,양천구,목4동,weekday,14.85
서울특별시,양천구,신월1동,weekday,16.06
서울특별시,양천구,신월2동,weekday,15.65
서울특별시,양천구,신월3동,weekday,13.32
서울특별시,양천구,신월4동,weekday,18.1
서울특별시,양천구,신월5동,weekday,15.2
서울특별시,양천구,신월6동,weekday,15.28
서울특별시,양천구,신월7동,weekday,19.85
서울특별시,양천구,신정1동,weekday,15.89
서울특별시,양천구,신정2동,weekday,15.01
서울특별시,양천구,신정3동,weekday,15.81
서울특별시,양천구,신정6동,weekday,15.39
서울특별시,양천구,신정7동,weekday,17.23
서울특별시,양천구,목5동,weekday,16.75
서울특별시,양천구,신정4동,weekday,15.07
서울특별시,강서구,염창동,weekday,20.45
서울특별시,강서구,등촌1동,weekday,17.12
서울특별시,강서구,등촌2동,weekday,10.23
서울특별시,강서구,등촌3동,weekday,16.32
서울특별시,강서구,화곡본동,weekday,13.59
서울특별시,강서구,화곡2동,weekday,17.98
서울특별시,강서구,화곡3동,weekday,13.23
서울특별시,강서구,화곡4동,weekday,19.46
서울특별시,강서구,화곡6동,weekday,16.14
서울특별시,강서구,화곡8동,weekday,15.54
서울특별시,강서구,가양1동,weekday,18.19
서울특별시,강서구,가양2동,weekday,24.45
서울특별시,강서구,가양3동,weekday,14.53
서울특별시,강서구,발산1동,weekday,16.7
서울특별시,강서구,공항동,weekday,20.45
서울특별시,강서구,방화1동,weekday,15.68
서울특별시,강서구,방화2동,weekday,30.97
서울특별시,강서구,방화3동,weekday,22.96
서울특별시,강서구,화곡1동,weekday,14.84
서울특별시,강서구,우장산동,weekday,16.34
서울특별시,구로구,신도림동,weekday,19.63
서울특별시,구로구,구로1동,weekday,18.25
서울특별시,구로구,구로3동,weekday,15.24
서울특별시,구로구,구로4동,weekday,13.58
서울특별시,구로구,구로5동,weekday,15.81
서울특별시,구로구,고척1동,weekday,16.52
서울특별시,구로구,고척2동,weekday,16.95
서울특별시,구로구,개봉2동,weekday,14.68
서울특별시,구로구,개봉3동,weekday,15.69
서울특별시,구로구,오류1동,weekday,20.39
서울특별시,구로구,수궁동,weekday,16.81
서울특별시,구로구,가리봉동,weekday,15.08
서울특별시,구로구,구로2동,weekday,17.75
서울특별시,구로구,개봉1동,weekday,16.96
,,,weekday,16.12
,,,weekday,16.57
서울특별시,금천구,가산동,weekday,18.46
서울특별시,금천구,독산1동,weekday,17.66
서울특별시,금천구,독산2동,weekday,15.17
서울특별시,금천구,독산3동,weekday,15.41
서울특별시,금천구,독산4동,weekday,15.15
서울특별시,금천구,시흥1동,weekday,16.11
서울특별시,금천구,시흥2동,weekday,18.27
서울특별시,금천구,시흥3동,weekday,30.17
서울특별시,금천구,시흥4동,weekday,16.38
서울특별시,금천구,시흥5동,weekday,16.13
서울특별시,영등포구,여의동,weekday,18.01
서울특별시,영등포구,당산1동,weekday,14.7
서울특별시,영등포구,당산2동,weekday,19.59
서울특별시,영등포구,양평1동,weekday,16.84
서울특별시,영등포구,양평2동,weekday,25.8
서울특별시,영등포구,신길1동,weekday,18.56
서울특별시,영등포구,신길3동,weekday,14.43
서울특별시,영등포구,신길4동,weekday,15.32
서울특별시,영등포구,신길5동,weekday,15.72
서울특별시,영등포구,신길6동,weekday,15.49
서울특별시,영등포구,신길7동,weekday,15.95
서울특별시,영등포구,대림1동,weekday,13.95
서울특별시,영등포구,대림2동,weekday,14.33
서울특별시,영등포구,대림3동,weekday,15.81
서울특별시,영등포구,영등포본동,weekday,16.46
서울특별시,영등포구,영등포동,weekday,16.81
서울특별시,영등포구,도림동,weekday,15.89
서울특별시,영등포구,문래동,weekday,17.21
서울특별시,동작구,노량진2동,weekday,21.24
서울특별시,동작구,상도1동,weekday,15.12
서울특별시,동작구,상도2동,weekday,15.69
서울특별시,동작구,상도3동,weekday,7.4
서울특별시,동작구,상도4동,weekday,14.9
서울특별시,동작구,사당1동,weekday,13.1
서울특별시,동작구,사당3동,weekday,15.58
서울특별시,동작구,사당4동,weekday,14.96
서울특별시,동작구,사당5동,weekday,19.7
서울특별시,동작구,대방동,weekday,17.32
서울특별시,동작구,신대방1동,weekday,15.55
서울특별시,동작구,신대방2동,weekday,16.54
서울특별시,동작구,흑석동,weekday,15.36
서울특별시,동작구,노량진1동,weekday,19.86
서울특별시,동작구,사당2동,weekday,20.06
서울특별시,관악구,보라매동,weekday,14.73
서울특별시,관악구,청림동,weekday,15.99
서울특별시,관악구,행운동,weekday,14.54
서울특별시,관악구,낙성대동,weekday,17.79
서울특별시,관악구,중앙동,weekday,12.44
서울특별시,관악구,인헌동,weekday,14.95
서울특별시,관악구,남현동,weekday,19.54
서울특별시,관악구,서원동,weekday,13.28
서울특별시,관악구,신원동,weekday,15.78
서울특별시,관악구,서림동,weekday,17.53
서울특별시,관악구,신사동,weekday,14.59
서울특별시,관악구,신림동,weekday,14.5
서울특별시,관악구,난향동,weekday,16.37
서울특별시,관악구,조원동,weekday,15.23
서울특별시,관악구,대학동,weekday,20.8
서울특별시,관악구,은천동,weekday,14.37
서울특별시,관악구,성현동,weekday,15.65
서울특별시,관악구,청룡동,weekday,14.32
서울특별시,관악구,난곡동,weekday,15.9
서울특별시,관악구,삼성동,weekday,17.55
서울특별시,관악구,미성동,weekday,14.78
서울특별시,서초구,서초1동,weekday,16.56
서울특별시,서초구,서초2동,weekday,15.51
서울특별시,서초구,서초3동,weekday,15.65
서울특별시,서초구,서초4동,weekday,16.23
서울특별시,서초구,잠원동,weekday,20.14
서울특별시,서초구,반포본동,weekday,20.52
서울특별시,서초구,반포1동,weekday,16.03
서울특별시,서초구,반포2동,weekday,18.34
서울특별시,서초구,반포3동,weekday,18.83
서울특별시,서초구,반포4동,weekday,13.91
서울특별시,서초구,방배본동,weekday,14.64
서울특별시,서초구,방배1동,weekday,15.57
서울특별시,서초구,방배2동,weekday,17.98
서울특별시,서초구,방배3동,weekday,14.74
서울특별시,서초구,방배4동,weekday,14.3
서울특별시,서초구,양재1동,weekday,21.37
서울특별시,서초구,양재2동,weekday,22.53
서울특별시,서초구,내곡동,weekday,21.47
서울특별시,강남구,신사동,weekday,18.69
서울특별시,강남구,논현1동,weekday,13.23
서울특별시,강남구,논현2동,weekday,13.57
서울특별시,강남구,삼성1동,weekday,19.42
서울특별시,강남구,삼성2동,weekday,15.56
서울특별시,강남구,대치1동,weekday,14.18
서울특별시,강남구,대치4동,weekday,13.11
서울특별시,강남구,역삼1동,weekday,12.65
서울특별시,강남구,역삼2동,weekday,14.28
서울특별시,강남구,도곡1동,weekday,13.63
서울특별시,강남구,도곡2동,weekday,15.71
서울특별시,강남구,개포1동,weekday,18.52
서울특별시,강남구,개포4동,weekday,16.55
서울특별시,강남구,일원본동,weekday,17.3
서울특별시,강남구,일원1동,weekday,20.48
서울특별시,강남구,일원2동,weekday,22.7
서울특별시,강남구,수서동,weekday,21.86
서울특별시,강남구,세곡동,weekday,19.16
서울특별시,강남구,압구정동,weekday,17.91
서울특별시,강남구,청담동,weekday,17.6
서울특별시,강남구,대치2동,weekday,16.13
서울특별시,강남구,개포2동,weekday,18.86
서울특별시,송파구,풍납1동,weekday,26.56
서울특별시,송파구,풍납2동,weekday,21.65
서울특별시,송파구,거여1동,weekday,18.47
서울특별시,송파구,거여2동,weekday,15.95
서울특별시,송파구,마천1동,weekday,18.21
서울특별시,송파구,마천2동,weekday,17.24
서울특별시,송파구,방이1동,weekday,15.39
서울특별시,송파구,방이2동,weekday,15.09
서울특별시,송파구,오륜동,weekday,13.44
서울특별시,송파구,오금동,weekday,15.41
서울특별시,송파구,송파1동,weekday,15.8
서울특별시,송파구,송파2동,weekday,16.94
서울특별시,송파구,석촌동,weekday,17.97
서울특별시,송파구,삼전동,weekday,15.53
서울특별시,송파구,가락본동,weekday,16.24
서울특별시,송파구,가락1동,weekday,16.42
서울특별시,송파구,가락2동,weekday,15.61
서울특별시,송파구,문정1동,weekday,14.36
서울특별시,송파구,문정2동,weekday,18.85
서울특별시,송파구,잠실본동,weekday,16.59
서울특별시,송파구,잠실4동,weekday,15.82
서울특별시,송파구,잠실6동,weekday,22.73
서울특별시,송파구,잠실7동,weekday,16.16
서울특별시,송파구,잠실2동,weekday,23.65
서울특별시,송파구,잠실3동,weekday,19.41
서울특별시,송파구,장지동,weekday,19.38
서울특별시,송파구,위례동,weekday,18.42
서울특별시,강동구,강일동,weekday,24.08
서울특별시,강동구,상일동,weekday,17.24
서울특별시,강동구,명일1동,weekday,15.11
서울특별시,강동구,명일2동,weekday,15.7
서울특별시,강동구,고덕1동,weekday,17.91
서울특별시,강동구,고덕2동,weekday,21.26
서울특별시,강동구,암사2동,weekday,29.76
서울특별시,강동구,암사3동,weekday,21.89
서울특별시,강동구,천호1동,weekday,13.56
서울특별시,강동구,천호3동,weekday,17.28
서울특별시,강동구,성내1동,weekday,15.47
서울특별시,강동구,성내2동,weekday,19.32
서울특별시,강동구,성내3동,weekday,15.27
서울특별시,강동구,둔촌1동,weekday,14.57
서울특별시,강동구,둔촌2동,weekday,16.37
서울특별시,강동구,암사1동,weekday,15.6
서울특별시,강동구,천호2동,weekday,21.15
서울특별시,강동구,길동,weekday,17.09
부산광역시,중구,중앙동,weekday,17.8
부산광역시,중구,동광동,weekday,19.63
부산광역시,중구,대청동,weekday,17.22
부산광역시,중구,보수동,weekday,15.4
부산광역시,중구,부평동,weekday,15.12
부산광역시,중구,광복동,weekday,14.93
부산광역시,중구,남포동,weekday,21.1
부산광역시,중구,영주1동,weekday,18.29
부산광역시,중구,영주2동,weekday,21.64
부산광역시,서구,동대신1동,weekday,17.68
부산광역시,서구,동대신2동,weekday,15.14
부산광역시,서구,동대신3동,weekday,18.09
부산광역시,서구,서대신1동,weekday,18.7
부산광역시,서구,서대신3동,weekday,21.09
부산광역시,서구,서대신4동,weekday,19.24
부산광역시,서구,부민동,weekday,19.94
부산광역시,서구,아미동,weekday,20.84
부산광역시,서구,초장동,weekday,18.77
부산광역시,서구,충무동,weekday,18.01
부산광역시,서구,남부민1동,weekday,20.64
부산광역시,서구,암남동,weekday,19.8
부산광역시,서구,남부민2동,weekday,19.64
부산광역시,동구,초량1동,weekday,18.36
부산광역시,동구,초량2동,weekday,18.95
부산광역시,동구,초량3동,weekday,17.43
부산광역시,동구,초량6동,weekday,22.22
부산광역시,동구,수정1동,weekday,20.48
부산광역시,동구,수정2동,weekday,19.89
부산광역시,동구,수정5동,weekday,21.53
부산광역시,동구,범일2동,weekday,16.25
부산광역시,동구,범일5동,weekday,26.72
부산광역시,동구,좌천동,weekday,26.66
부산광역시,동구,범일1동,weekday,21.45
부산광역시,영도구,남항동,weekday,16.79
부산광역시,영도구,영선1동,weekday,15.01
부산광역시,영도구,영선2동,weekday,19.89
부산광역시,영도구,봉래1동,weekday,17.06
부산광역시,영도구,청학1동,weekday,17.66
부산광역시,영도구,청학2동,weekday,19.11
부산광역시,영도구,동삼1동,weekday,18.58
부산광역시,영도구,동삼2동,weekday,17.45
부산광역시,영도구,동삼3동,weekday,18.13
부산광역시,영도구,신선동,weekday,19.54
부산광역시,영도구,봉래2동,weekday,17.59
부산광역시,부산진구,부전2동,weekday,19.42
부산광역시,부산진구,연지동,weekday,17.95
부산광역시,부산진구,초읍동,weekday,18.26
부산광역시,부산진구,양정1동,weekday,16.48
부산광역시,부산진구,양정2동,weekday,16.71
부산광역시,부산진구,전포2동,weekday,16.58
부산광역시,부산진구,부암1동,weekday,15.71
부산광역시,부산진구,부암3동,weekday,17.7
부산광역시,부산진구,당감2동,weekday,21.0
부산광역시,부산진구,당감4동,weekday,23.51
부산광역시,부산진구,가야2동,weekday,19.41
부산광역시,부산진구,개금1동,weekday,16.45
부산광역시,부산진구,개금2동,weekday,17.42
부산광역시,부산진구,개금3동,weekday,20.89
부산광역시,부산진구,범천1동,weekday,18.33
부산광역시,부산진구,당감제1동,weekday,19.59
부산광역시,부산진구,가야제1동,weekday,23.3
부산광역시,부산진구,부전1동,weekday,16.86
부산광역시,부산진구,전포1동,weekday,16.94
부산광역시,부산진구,범천2동,weekday,19.59
부산광역시,동래구,수민동,weekday,17.85
부산광역시,동래구,복산동,weekday,19.37
부산광역시,동래구,온천1동,weekday,18.43
부산광역시,동래구,온천2동,weekday,18.77
부산광역시,동래구,온천3동,weekday,19.85
부산광역시,동래구,사직1동,weekday,17.14
부산광역시,동래구,사직2동,weekday,16.86
부산광역시,동래구,사직3동,weekday,18.22
부산광역시,동래구,안락1동,weekday,17.52
부산광역시,동래구,안락2동,weekday,19.25
부산광역시,동래구,명장1동,weekday,18.2
부산광역시,동래구,명장2동,weekday,20.03
부산광역시,동래구,명륜동,weekday,16.46
부산광역시,남구,대연3동,weekday,20.54
부산광역시,남구,대연4동,weekday,16.73
부산광역시,남구,대연5동,weekday,19.55
부산광역시,남구,대연6동,weekday,20.39
부산광역시,남구,용호1동,weekday,15.02
부산광역시,남구,용호2동,weekday,18.65
부산광역시,남구,용호3동,weekday,18.59
부산광역시,남구,용호4동,weekday,17.14
부산광역시,남구,용당동,weekday,15.97
부산광역시,남구,감만1동,weekday,16.89
부산광역시,남구,감만2동,weekday,15.82
부산광역시,남구,문현1동,weekday,19.04
부산광역시,남구,문현2동,weekday,20.06
부산광역시,남구,문현3동,weekday,25.71
부산광역시,남구,문현4동,weekday,18.7
부산광역시,남구,대연1동,weekday,15.84
부산광역시,남구,우암동,weekday,24.48
부산광역시,북구,구포1동,weekday,17.97
부산광역시,북구,구포2동,weekday,16.06
부산광역시,북구,구포3동,weekday,18.08
부산광역시,북구,금곡동,weekday,24.85
부산광역시,북구,화명1동,weekday,19.68
부산광역시,북구,덕천1동,weekday,20.49
부산광역시,북구,덕천2동,weekday,22.59
부산광역시,북구,덕천3동,weekday,15.68
부산광역시,북구,만덕1동,weekday,20.56
부산광역시,북구,만덕2동,weekday,18.37
부산광역시,북구,만덕3동,weekday,17.63
부산광역시,북구,화명2동,weekday,21.51
부산광역시,북구,화명3동,weekday,17.01
부산광역시,해운대구,중1동,weekday,15.55
부산광역시,해운대구,중2동,weekday,20.67
부산광역시,해운대구,송정동,weekday,18.51
부산광역시,해운대구,반여2동,weekday,17.26
부산광역시,해운대구,반여3동,weekday,22.49
부산광역시,해운대구,반송2동,weekday,20.7
부산광역시,해운대구,재송1동,weekday,15.65
부산광역시,해운대구,재송2동,weekday,15.94
부산광역시,해운대구,좌1동,weekday,15.0
부산광역시,해운대구,좌2동,weekday,15.77
부산광역시,해운대구,좌3동,weekday,17.32
부산광역시,해운대구,좌4동,weekday,17.51
부산광역시,해운대구,반여1동,weekday,17.06
부산광역시,해운대구,반여4동,weekday,20.61
부산광역시,해운대구,반송1동,weekday,21.3
부산광역시,해운대구,우1동,weekday,17.0
부산광역시,해운대구,우2동,weekday,16.96
부산광역시,해운대구,우3동,weekday,19.7
부산광역시,사하구,괴정1동,weekday,19.08
부산광역시,사하구,괴정2동,weekday,22.31
부산광역시,사하구,괴정3동,weekday,19.88
부산광역시,사하구,괴정4동,weekday,16.67
부산광역시,사하구,당리동,weekday,20.24
부산광역시,사하구,하단1동,weekday,19.36
부산광역시,사하구,하단2동,weekday,18.92
부산광역시,사하구,신평1동,weekday,16.64
부산광역시,사하구,신평2동,weekday,18.04
부산광역시,사하구,장림1동,weekday,16.18
부산광역시,사하구,장림2동,weekday,16.76
부산광역시,사하구,다대1동,weekday,18.45
부산광역시,사하구,다대2동,weekday,18.05
부산광역시,사하구,구평동,weekday,18.05
부산광역시,사하구,감천1동,weekday,18.53
부산광역시,사하구,감천2동,weekday,22.79
부산광역시,금정구,서1동,weekday,21.48
부산광역시,금정구,서2동,weekday,19.39
부산광역시,금정구,부곡1동,weekday,18.01
부산광역시,금정구,부곡2동,weekday,19.29
부산광역시,금정구,부곡3동,weekday,22.4
부산광역시,금정구,부곡4동,weekday,16.73
부산광역시,금정구,장전1동,weekday,18.01
부산광역시,금정구,선두구동,weekday,27.24
부산광역시,금정구,청룡노포동,weekday,37.93
부산광역시,금정구,남산동,weekday,20.6
부산광역시,금정구,구서1동,weekday,23.87
부산광역시,금정구,구서2동,weekday,17.95
부산광역시,금정구,금성동,weekday,21.95
부산광역시,금정구,서3동,weekday,19.15
부산광역시,금정구,금사회동동,weekday,23.47
,,,weekday,18.54
부산광역시,강서구,대저1동,weekday,25.72
부산광역시,강서구,대저2동,weekday,21.38
부산광역시,강서구,강동동,weekday,24.85
부산광역시,강서구,가락동,weekday,26.67
부산광역시,강서구,녹산동,weekday,19.8
부산광역시,강서구,가덕도동,weekday,24.02
부산광역시,강서구,명지1동,weekday,18.08
부산광역시,강서구,명지2동,weekday,17.28
부산광역시,연제구,거제1동,weekday,16.52
부산광역시,연제구,거제2동,weekday,15.93
부산광역시,연제구,거제3동,weekday,20.91
부산광역시,연제구,거제4동,weekday,19.22
부산광역시,연제구,연산1동,weekday,14.97
부산광역시,연제구,연산2동,weekday,18.56
부산광역시,연제구,연산3동,weekday,16.45
부산광역시,연제구,연산4동,weekday,15.21
부산광역시,연제구,연산5동,weekday,15.4
부산광역시,연제구,연산6동,weekday,16.58
부산광역시,연제구,연산8동,weekday,17.75
부산광역시,연제구,연산9동,weekday,15.42
부산광역시,수영구,남천1동,weekday,16.91
부산광역시,수영구,남천2동,weekday,26.25
부산광역시,수영구,수영동,weekday,17.33
부산광역시,수영구,망미1동,weekday,16.73
부산광역시,수영구,망미2동,weekday,19.18
